artist_name,genres
Julien Thorsen,background piano
Luke Faulkner,no genres found
Haru Kitamura,background piano
Jan Thiel,background piano
Isobel Waller-Bridge,soundtrack
Mi Soon,background piano
Thomasine Robinson,"background piano, focus"
Sufi Sheman,background piano
Kendra Logozar,"instrumental worship, neo-classical"
Germain Lesage,background piano
Kyran Martin,background piano
Olivia Belli,neo-classical
Francine Leblanc,no genres found
Giggs,"grime, london rap, uk hip hop"
Kevin Gates,"baton rouge rap, pop rap, rap, southern hip hop, trap"
Joyner Lucas,"boston hip hop, hip hop, pop rap, rap"
Tee Grizzley,"detroit hip hop, detroit trap, rap, southern hip hop, trap"
Lil Tjay,"brooklyn drill, melodic rap, nyc rap, rap"
Lil Tecca,"melodic rap, pluggnb, rap"
JACKBOYS,pop rap
Jeremih,"chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary"
Juice WRLD,"chicago rap, melodic rap, rap"
ZaeHD & CEO,"arkansas hip hop, viral rap"
Stan Walker,"australian talent show, nz christian, nz pop"
Blueface,"cali rap, rap, trap"
Trippie Redd,"melodic rap, rap, trap"
William Singe,"pop r&b, teen pop"
Aminé,"pop rap, portland hip hop, rap, underground hip hop"
Polo G,"chicago rap, rap"
Kehlani,"pop, r&b, rap"
Metro Boomin,rap
YoungBoy Never Broke Again,"baton rouge rap, rap"
Jovem Dex,"trap baiano, trap brasileiro"
Paty Cantú,"cantautora mexicana, latin arena pop, latin pop, mexican pop"
Río Roma,"latin arena pop, latin pop, latin viral pop, mexican pop"
Gloria Estefan,"new wave pop, soft rock"
Ximena Sariñana,"cantautora mexicana, latin alternative, latin pop, mexican pop, mexican rock"
Barney,"cartoon, children's music"
Mau y Ricky,"latin pop, pop venezolano, reggaeton, urbano latino"
24kGoldn,"cali rap, pop rap"
Gooney Jib,no genres found
Rebour,focus
Kari Bin,focus
Matisse,"latin arena pop, latin pop, mexican pop"
Enrique Iglesias,"dance pop, latin pop, mexican pop"
Alvaro Soler,latin pop
Jennifer Lopez,"dance pop, pop, urban contemporary"
Deep Jandu,"desi hip hop, punjabi hip hop, punjabi pop"
David Guetta,"big room, dance pop, edm, pop"
Loveboi,no genres found
Chimbala,"dembow, rap dominicano"
mgk,"ohio hip hop, pop rap"
Trunk Boiz,"cali rap, hyphy, oakland hip hop"
Silkk The Shocker,"dirty south rap, new orleans rap"
NLE Choppa,"memphis hip hop, rap"
D Smoke,conscious hip hop
Hooligan Hefs,"aussie drill, australian trap"
Jhené Aiko,r&b
Big Sean,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap"
Kaash Paige,contemporary r&b
Outlandish,no genres found
iann dior,melodic rap
JayDaYoungan,"florida drill, melodic rap, southern hip hop"
胡歌,mainland mandopop
劉詩詩,chinese drama ost
MarMar Oso,pop r&b
Dennis Lloyd,israeli pop
Aqua,"j-pop, j-poprock, j-rock"
Luh Kel,"pop r&b, st louis rap"
Summer Walker,"r&b, rap"
Sebastian Yatra,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
CNCO,"boy band, latin pop, reggaeton, urbano latino"
TINI,"latin pop, latin viral pop, pop argentino"
Camilo,"colombian pop, latin pop, latin viral pop, reggaeton colombiano, urbano latino"
Elva Hsiao,mandopop
卓文萱,mandopop
Lara Liang,mandopop
Fahrenheit,thai rock
THE SCOTTS,no genres found
Da Mouth,mandopop
Gucci Mane,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
NAV,"canadian hip hop, canadian trap, melodic rap, rap, trap"
88GLAM,"canadian hip hop, canadian trap, melodic rap"
Quando Rondo,"melodic rap, trap"
Keyshia Cole,"hip pop, r&b, urban contemporary"
K CAMP,"atl hip hop, melodic rap, southern hip hop, trap"
YNW Melly,"melodic rap, rap"
A Boogie Wit da Hoodie,"melodic rap, rap, trap"
KDM on the Track,aussie drill
Lil Mosey,"melodic rap, rap conscient"
Power Station,mandopop
Xian Zi,"mainland mandopop, mandopop"
Brandz,r&drill
Vivian Hsu,"mandopop, taiwan singer-songwriter"
NoCap,"alabama rap, atl trap"
嚴藝丹,"mainland mandopop, zhongguo feng"
Various Artists,"agronejo, arrocha, sertanejo, sertanejo universitario"
Zhao Lei,chinese minyao
Winnie Hsin,mandopop
張艾嘉,"mandopop, taiwan campus folk"
Zhao Chuan,mandopop
林依晨,mandopop
Florian Picasso,"dance pop, dutch house, edm, electro house, pop edm, progressive electro house, progressive house, sky room"
HOBIN ROOD,no genres found
MICAH,no genres found
Felix Jaehn,"dance pop, edm, german dance, tropical house, uk dance"
Kesh,chill r&b
Mike Hawkins,"danish electronic, progressive electro house, sky room"
Zack Martino,pop edm
Steve Modana,no genres found
Kia Love,no genres found
FLAMEBORN,no genres found
LAYRZ,no genres found
Dave Ramone,no genres found
T.I.,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
will.i.am,"dance pop, pop"
Demi Lovato,"pop, post-teen pop"
Iggy Azalea,"australian hip hop, dance pop, pop"
Avril Lavigne,"canadian pop, candy pop, dance pop, pop"
LMFAO,"dance pop, pop, pop rap"
Neon Trees,"modern rock, neo mellow, pop rock, pov: indie"
6ix9ine,emo rap
Selena Gomez & The Scene,pop
Bridgit Mendler,"pop, post-teen pop"
Bastille,"metropopolis, modern rock, pop"
Zendaya,"pop, post-teen pop"
The Wanted,"boy band, dance pop, pop, post-teen pop"
Meghan Trainor,"hip pop, pop"
fun.,"baroque pop, metropopolis, neo mellow"
Vance Joy,"folk-pop, modern rock"
Passenger,"folk-pop, neo mellow"
Ever So Blue,background piano
A$AP Ferg,"hip hop, pop rap, rap, southern hip hop, trap"
VIZE,"german dance, slap house"
Kid Ink,"pop rap, rap, southern hip hop, trap"
Pink Sweat$,bedroom soul
Surf Mesa,pop edm
Jay Samson,pacific islands pop
Stephan Moccio,background piano
SXTEEN,dutch rap pop
2 Chainz,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap"
Major Nine,"florida rap, miami hip hop"
KYLE,"deep underground hip hop, indie pop rap, meme rap, pop rap, viral trap"
Marc E. Bassy,indie pop rap
Cash Cash,"dance pop, edm, electro house, electropowerpop"
Hp Boyz,aussie drill
Lost Kings,"dance pop, pop edm"
TKO,no genres found
Dexta Daps,"dancehall, riddim"
Burna Boy,"afrobeats, dancehall, nigerian hip hop, nigerian pop"
Kurupt,"g funk, west coast rap"
飛輪海,"mandopop, taiwan idol pop"
Gyptian,"conscious hip hop, dancehall, reggae fusion"
SGE Kash,no genres found
Pia Mia,"dance pop, pop, post-teen pop"
Mike WiLL Made-It,"atl hip hop, rap, southern hip hop, trap"
ManCub,no genres found
瘦子E.SO,"chinese r&b, mandopop, taiwan hip hop"
Sleazy Stereo,dutch moombahton
Kit Chan,"mandopop, singaporean mandopop, singaporean pop, xinyao"
Sleepy Dogs,pet calming
Sleepy Times,"environmental, sleep"
Gunna,"atl hip hop, melodic rap, rap, trap"
August Alsina,"pop r&b, pop rap, r&b, southern hip hop, trap, urban contemporary"
Tyla Yaweh,"cali rap, melodic rap"
Besomorph,"alt z, dark r&b, slap house, traprun"
Lil Loaded,dfw rap
Swae Lee,"melodic rap, rap, trap"
Pop Smoke,"brooklyn drill, hip hop, rap"
Beloved Melodies,no genres found
Henry Smith,neo-classical
Andy Angel,piano cover
David Schultz,classify
RPM (Relaxing Piano Music),pianissimo
Flying Fingers,piano cover
KBFR,viral rap
Leonid Rose,"russian dance pop, russian edm"
The Kid LAROI,australian hip hop
JKING,pacific islands pop
YNG Martyr,meme rap
Siente,no genres found
Milwin,deep pop edm
Melanie Martinez,"alt z, electropop, pop"
Sam Fischer,"australian pop, singer-songwriter pop"
AJ Moreno,no genres found
Natalie Taylor,no genres found
Despotem,traprun
PnB Rock,"melodic rap, rap, trap"
Jawsh 685,nz pop
Jordan Parker,no genres found
Hooks,aussie drill
Brothers,no genres found
No Money Enterprise,"aussie drill, australian hip hop, brisbane hip hop"
ONEFOUR,"aussie drill, australian hip hop, australian trap"
The 046,aussie drill
BENEE,"alt z, nz pop"
Dominic Fike,"alternative pop rock, pov: indie"
Don Toliver,rap
Sofía Reyes,"latin pop, latin viral pop, mexican pop"
Eric Bellinger,"pop r&b, r&b"
Dany Neville,no genres found
Gemaine,pop r&b
RMR,no genres found
Mala Rodríguez,"latin hip hop, rap latina"
Ladonsyl,igbo rap
Zhang Yu Sheng,"mandopop, taiwan singer-songwriter"
StaySolidRocky,melodic rap
Calboy,"chicago rap, melodic rap"
Rich The Kid,"atl hip hop, melodic rap, plugg, rap, trap"
BRELAND,black americana
Sleepy John,environmental
Miracle Tones,"healing hz, meditation"
Lil Yachty,"atl hip hop, melodic rap, rap, trap"
Alex Sensation,reggaeton
Serhat Durmus,"arab trap, turkish trap"
阿冗,"chinese viral pop, mainland mandopop"
Koffee,no genres found
Hotboii,"florida drill, florida rap"
Moneybagg Yo,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Takagi & Ketra,"italian adult pop, italian hip hop, italian pop"
Trey Songz,"dance pop, r&b, southern hip hop, trap, urban contemporary"
Mike Posner,"dance pop, pop, pop rap"
Hot Chelle Rae,"dance rock, neon pop punk, post-teen pop"
Bow Wow,"dance pop, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary"
Big Time Rush,"boy band, pop, post-teen pop"
Plies,"dirty south rap, miami hip hop, southern hip hop, trap"
Travis Porter,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap"
Young Money,"dirty south rap, pop rap, rap, southern hip hop, trap"
Baby Bash,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary"
Omarion,"dance pop, hip pop, r&b, rap, southern hip hop, trap, urban contemporary"
Olivia O'Brien,"alt z, pop"
New Boyz,pop rap
SoMo,"pop r&b, r&b, teen pop"
The Pussycat Dolls,"dance pop, girl group, pop"
Fetty Wap,"new jersey rap, pop rap, rap, southern hip hop, trap"
Natasha Bedingfield,"dance pop, pop, post-teen pop"
Tainy,"pop reggaeton, reggaeton, trap latino, urbano latino"
Sech,"panamanian pop, reggaeton, trap latino, urbano latino"
Party Favor,"brostep, edm, electro house, electronic trap"
David Archuleta,"idol, lds youth, post-teen pop"
Jessie J,"dance pop, pop"
Stevie Hoang,hmong pop
The Saturdays,"dance pop, girl group, post-teen pop, talent show"
Gavin DeGraw,"neo mellow, pop rock"
Cody Simpson,"australian pop, pop, post-teen pop"
Pika Chiu,"mandopop, taiwan singer-songwriter"
宋冬野,"chinese indie, chinese minyao"
梦然,"chinese viral pop, mainland mandopop"
Jony J,chinese hip hop
G22,taiwan hip hop
婁峻碩,"mandopop, taiwan hip hop"
David Lui,"classic cantopop, mandopop"
The Neighbourhood,"modern alternative rock, modern rock, pop"
JS,mandopop
Cindy Yen,mandopop
許慧欣,mandopop
蔡黃汝,mandopop
張芸京,mandopop
李千娜,mandopop
Selina,"chinese r&b, mandopop"
Sweety,"mandopop, taiwan idol pop"
許紹洋,mandopop
Fang Wu,"mandopop, taiwan singer-songwriter"
Niko Sun,mainland mandopop
Princess Ai,mandopop
万能青年旅店,"chinese indie rock, northwest china indie"
告五人,"mandopop, taiwan indie"
EggPlantEgg,"mandopop, taiwan indie, taiwanese indie"
艾薇,mandopop
Yo Lee,"mandopop, taiwan singer-songwriter"
Chih Siou,"mandopop, taiwan indie, taiwan singer-songwriter"
颜人中,taiwan singer-songwriter
Yuki Hsu,mandopop
Lollipop F,"mandopop, taiwan idol pop"
殷悅,mandopop
Maggie Chiang,mandopop
Alan Kuo,mandopop
Jerry Yan,taiwan idol pop
陶晶瑩,mandopop
Amber An,mandopop
Internet Money,"pop rap, trap"
Zoe Wees,german pop
Angèle,"belgian pop, french pop, variete francaise"
The Starlings,belgian pop
twocolors,"dance pop, edm, pop edm"
Hooverphonic,"downtempo, electronica, trip hop"
IBE,belgian singer-songwriter
主唱,swahili gospel
Luis Fonsi,"latin pop, puerto rican pop"
Zooey Wonder,"chinese electropop, chinese indie, mandopop, taiwan indie"
Tank,mandopop
Drax Project,nz pop
TEEKS,nz pop
Russ Millions,"melodic drill, uk drill"
Olivia Rodrigo,pop
Kings,"bergen indie, melancholia, norwegian indie"
AJR,pov: indie
LLusion,lo-fi beats
Liv Grace Blue,no genres found
Julia Michaels,pop
Andi,alt z
salem ilese,"alt z, modern indie pop"
Salty,no genres found
Glades,"indie electropop, indie poptimism, metropopolis"
Adam Turley,no genres found
Maia Wright,vocal trance
Thomston,"etherpop, indie electropop, indie poptimism"
ROSÉ,k-pop
Loi,no genres found
Chloe George,no genres found
Rina Sawayama,"art pop, electropop, escape room, indie pop"
carolesdaughter,alt z
PRINS,no genres found
Elton John,"glam rock, mellow gold, piano rock, rock"
鄭容和,korean pop
Wolfgang Amadeus Mozart,"classical, classical era"
Johann Sebastian Bach,"baroque, classical, early music, german baroque"
George Frideric Handel,"baroque, classical, early music, english baroque, german baroque"
小男孩樂團,"mandopop, taiwan indie"
Soo Wincci,"malaysian hip hop, malaysian mandopop, mandopop"
潘裕文,mandopop
GJ,"chinese r&b, mandopop"
Amber Kuo,mandopop
Aaron Yan,"mandopop, taiwan idol pop"
魏嘉瑩 Arrow Wei,"mandopop, taiwan singer-songwriter"
元衛覺醒,mandopop
Dawen Wang,mandopop
Jane Huang,mandopop
蘇慧倫,mandopop
Ben Wu,"chinese electropop, mandopop"
Miu Chu,mandopop
ALEX CHOU,chinese r&b
Da Zhuang,mainland mandopop
崔子格;楊培安,chinese drama ost
皮卡丘多多,chinese viral pop
Julia Peng,"chinese drama ost, mandopop"
Abin Fang,"malaysian mandopop, mandopop"
Phil Chang,mandopop
Jess Lee,"malaysian mandopop, mandopop"
Shadya Lan,"mandopop, taiwan singer-songwriter"
Z-Chen,"chinese r&b, malaysian mandopop, mandopop"
Magic Power,"mandopop, taiwan idol pop"
Cheer Chen,"mandopop, taiwan singer-songwriter"
Evangeline Wong,mandopop
Cosmos People,mandopop
Anne-Marie,pop
Why Don't We,"boy band, pop"
Bebe Rexha,"dance pop, pop"
"Magnus Ericsson,violin Hans-Olov Mellqvist,piano",no genres found
Bach/Gounod,no genres found
Ludwig van Beethoven,"classical, classical era, early romantic era, german romanticism"
Johannes Brahms,"classical, german romanticism, late romantic era"
Antonín Dvořák,"classical, czech classical, late romantic era"
Jacques Ibert,"early modern classical, impressionism"
Carl Maria von Weber,"classical, classical era, early modern classical, early romantic era, german romanticism"
Johann Nepomuk Hummel,"classical era, early romantic era"
Dmitri Shostakovich,"classical, compositional ambient, russian modern classical"
Claude Debussy,"classical, impressionism, post-romantic era"
Erik Satie,"classical, early avant garde, early modern classical, impressionism, post-romantic era"
Joep Beving,"compositional ambient, neo-classical"
Maria Theresia von Paradis,classical era
Camille Saint-Saëns,"classical, french romanticism, late romantic era"
Charles Gounod,"classical, french opera, french romanticism, late romantic era"
Ennio Morricone,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Joseph Haydn,"classical, classical era"
John Williams,"orchestral soundtrack, soundtrack"
Gabriel Fauré,"classical, post-romantic era"
Yo-Yo Ma,"chamber ensemble, classical cello, classical performance"
Antonio Vivaldi,"baroque, classical, early music, italian baroque"
Edward Elgar,"british modern classical, classical, late romantic era, victorian britain"
Jules Massenet,"classical, french opera, french romanticism, post-romantic era"
Richard Rodgers,"broadway, tin pan alley"
Giuseppe Tartini,"baroque, classical, italian baroque"
César Franck,"classical, french romanticism, late romantic era"
Pyotr Ilyich Tchaikovsky,"classical, late romantic era, russian romanticism"
Nikolai Rimsky-Korsakov,"avant-garde, classical, early modern classical, late romantic era, russian romanticism"
Pablo de Sarasate,"classical, late romantic era, spanish classical, violin"
Manuel de Falla,"classical, early modern classical, impressionism, neoclassicism, post-romantic era, spanish classical"
Fritz Kreisler,"classical, post-romantic era, violin"
George Gershwin,"american modern classical, classical, early modern classical, tin pan alley"
Felix Mendelssohn,"classical, early romantic era, german romanticism"
Franz Schubert,"classical, classical era, early romantic era"
Frédéric Chopin,"classical, early romantic era, polish classical"
Kezia Amelia,pop violin
Robert Mendoza,classify
Jeremy Green,pop violin
Tom Petty and the Heartbreakers,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Bob Dylan,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Dizzy Dizzo,taiwan hip hop
Marz23,"mandopop, taiwan hip hop"
WONHO,k-pop
Mark Tuan,no genres found
R-chord,"mandopop, taiwan singer-songwriter"
Phil Lam,cantopop
玖壹壹,"mandopop, taiwan hip hop"
Juno Mak,cantopop
Fan Yi Chen,mandopop
理想混蛋,"mandopop, taiwan indie"
Adam Cheng,"classic cantopop, mandopop, vintage cantonese pop"
許昊珂,chinese soundtrack
Gentle Bones,singaporean pop
WONFU,"lo star, mandopop, taiwanese indie"
Naiwen Yang,"mandopop, taiwan singer-songwriter"
Katncandix2,mandopop
Mavis Fan,"chinese indie, mandopop"
Wu Bai,"mandopop, taiwan singer-songwriter"
陳建年,"mandopop, taiwan indie, taiwan singer-songwriter, taiwanese indigenous music"
Matzka,"chinese reggae, mandopop, taiwanese indigenous music"
Soft Lipa,"mandopop, taiwan hip hop, taiwan singer-songwriter"
Deserts Chang,"mandopop, taiwan indie, taiwan singer-songwriter"
Fire EX.,"mandopop, taiwan indie, taiwan punk"
那我懂你意思了,taiwan indie
Misi Ke,"chinese indie, taiwan indie, taiwan singer-songwriter"
Flesh Juicer,"chinese metalcore, mandopop, taiwan metal"
魚丁糸,chinese indie
Miss Ko,taiwan hip hop
SS501,"k-pop, k-pop boy group"
Someday,no genres found
张远,chinese viral pop
鄧福如 AFÜ,"mandopop, taiwan singer-songwriter"
OHMYMEITING,"mandopop, singaporean mandopop"
守夜人,"mandopop, taiwan indie"
A Si,"chinese minyao, mandopop, taiwan indie"
信樂團,mandopop
Whyte,mandopop
Julia Wu,"chinese electropop, mandopop"
9m88,"chinese r&b, mandopop"
Anni Hung,mandopop
龔鈺祺,no genres found
Carpenters,"adult standards, mellow gold, soft rock"
路嘉欣,mandopop
張國穎,no genres found
Sigrid,"electropop, norwegian pop"
ABBA,"europop, swedish pop"
蔡詩蕓,mandopop
Enno Cheng,"mandopop, taiwan indie, taiwan singer-songwriter"
Chunho,no genres found
Backstreet Boys,"boy band, dance pop, pop"
深白色二人組,mandopop
全體,no genres found
時一修,no genres found
Meeia Foo,"malaysian mandopop, mandopop"
張玉華,singaporean mandopop
曾寶儀,no genres found
陳建騏,chinese soundtrack
Alberto Guillermo Lavorano,no genres found
Paraskevas Grekis,bouzouki
Moods,"chillhop, indie soul"
Queen Wei,mandopop
方雅賢,"mandopop, taiwan singer-songwriter"
櫻桃幫,"mandopop, taiwan indie"
小球(莊鵑瑛),"mandopop, taiwan singer-songwriter"
Soler,"macau pop, mandopop"
廖文強,"mandopop, taiwan indie"
慢慢說,mandopop
Anniedora,taiwan indie
萧萧,no genres found
趙之璧,mandopop
亦帆,mandopop
ERIKA,mandopop
張簡君偉,taiwan singer-songwriter
雅立,no genres found
邵雨薇,mandopop
Ruth Kueo,"mandopop, singaporean mandopop"
Denise Ho,"cantopop, hong kong indie"
林嘉欣,cantopop
The Sam Willows,singaporean pop
FS (Fuying & Sam),"malaysian mandopop, mandopop"
911,"mandopop, taiwan hip hop"
Pei-Yu Hung,"mainland mandopop, mandopop"
歐得洋,no genres found
Before You Exit,teen pop
Union J,"boy band, post-teen pop, talent show"
Sam Tsui,"post-teen pop, viral pop"
Alex Goot,viral pop
Calculasian,no genres found
逃跑计划EscapePlan,"chinese indie, chinese indie pop"
Anna Kendrick,"hollywood, movie tunes"
光头华夏,no genres found
毛阿敏,mandopop
桑布伊,taiwanese indigenous music
Jody Chiang,"hokkien pop, mandopop"
王建傑,hokkien pop
余佩真,"chinese indie, mandopop"
宇珩,malaysian mandopop
小霞,no genres found
HUSH,"mandopop, taiwan indie, taiwan singer-songwriter"
Buddha Jump,"chinese indie, taiwan indie"
胡家誠,taiwan singer-songwriter
七朵组合,"mandopop girl group, zhongguo feng"
Hao Yun,"chinese minyao, chinese singer-songwriter"
有感覺,mandopop
Hu Ge,mandopop
Ginga金甲,no genres found
侯湘婷,mandopop
刘珂矣,zhongguo feng
後弦,zhongguo feng
花兒樂隊,chinese punk
Shadia,"arab pop, classic arab pop"
回音哥,mainland mandopop
牛奶@咖啡,chinese indie pop
好妹妹,chinese minyao
痞客四,no genres found
利綺,no genres found
陶莉萍,no genres found
展翼(ZAYIN),mandopop
洛客班,mandopop
Jenny Yang,no genres found
許莉潔,mandopop
李心潔,"malaysian mandopop, mandopop"
汪佩蓉,taiwan singer-songwriter
羅文裕,"hakkapop, taiwan singer-songwriter"
蒋蒋,no genres found
林俊呈,mainland mandopop
Tank Lu,no genres found
Chris Lee Artiste,mainland mandopop
陳柯宇,"chinese singer-songwriter, mainland mandopop"
黃磊,no genres found
棉子,chinese viral pop
四個朋友,no genres found
PiA,mandopop
Billie Holiday,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz"
硬糖少女303,mandopop girl group
W.M.L,"chinese hip hop, mandopop"
理想混蛋 雞丁,"mandopop, taiwan indie"
Crispy脆樂團,"mandopop, taiwan indie"
Jocelyn 9.4.0,chinese r&b
Sandee Chan,"chinese indie, mandopop, taiwan indie, taiwan singer-songwriter"
南方二重唱,"mandopop, taiwan campus folk"
赖冰霞,vintage mandopop
謝雷,"mandopop, vintage mandopop"
方瑞娥,mandopop
Feng Ze,"mandopop, singaporean mandopop, singaporean singer-songwriter"
悦开心,no genres found
單依純,no genres found
Jeryl Lee,malaysian mandopop
叶炫清,"chinese drama ost, zhongguo feng"
妍狗,no genres found
羅美玲,no genres found
莫非定律乐团,no genres found
賴慈泓,mandopop
南瓜妮歌迷俱樂部,"taiwan indie, taiwan rock"
蜜雪薇琪,"mandopop, taiwan idol pop"
輕鬆玩樂團,mandopop
接個吻,chinese viral pop
郭顶,"taiwan indie, taiwan singer-songwriter"
A-Sun,taiwan singer-songwriter
焦邁奇,"chinese singer-songwriter, mainland mandopop"
林倛玉,no genres found
苏运莹,no genres found
戴廷翰,taiwan graduation song
Our Shame,taiwan indie
同恩,mandopop
柯智棠,"mandopop, taiwan indie, taiwan singer-songwriter"
田一龙,no genres found
en,chinese viral pop
斑马森林,no genres found
刘人语,"chinese drama ost, chinese singer-songwriter"
葉炫清,"chinese drama ost, zhongguo feng"
趙英俊,chinese singer-songwriter
泗泾,not found
李慧珍,no genres found
曾咏欣,chinese drama ost
那英,"mainland mandopop, mandopop"
Blueping,no genres found
Chyi Yu,"fo jing, mandopop"
Jane Zhang,mainland mandopop
陈冰,no genres found
Jin Hai Xin,chinese singer-songwriter
碧欣,no genres found
Good Band,mandopop
Mixer,"mandopop, taiwan indie"
The Life Journey,"chinese indie, chinese indie pop, southern china indie"
joysaaaa,chinese viral pop
Daven Wu,chinese viral pop
蒋小呢,"chinese melodic rap, chinese viral pop"
MC 張天賦,"cantopop, hk-pop"
LBI利比,chinese viral pop
程响,chinese viral pop
隊長,chinese viral pop
KeyKey,chinese viral pop
space x,chinese viral pop
李玉璽,mandopop
BLACKPINK,"k-pop, k-pop girl group, pop"
人力飛行劇團,no genres found
安溥,"chinese indie, mandopop, taiwan singer-songwriter"
壞特 ?te,mandopop
The Chairs,"chinese indie, mandopop"
冰球樂團,mandopop
詹雯婷,taiwan singer-songwriter
米莎,"hakkapop, taiwan instrumental"
Red Velvet,"k-pop, k-pop girl group"
鄭興,"mandopop, taiwan singer-songwriter"
瑞瑪席丹Rima Zeidan,mandopop
Quarterback,"mandopop, taiwan indie"
Sharon Kwan,mandopop
Company - Into the Woods (Motion Picture Cast),movie tunes
Joanna Riding,no genres found
Johnny Depp,hollywood
Mackenzie Mauzy,no genres found
Stephen Sondheim,broadway
Emily Blunt,"hollywood, movie tunes"
Lilla Crawford,movie tunes
Daniel Huttlestone,"hollywood, show tunes"
Original Broadway Cast of Into the Woods,no genres found
